"","Category","Response","Participant","Trial","List","RT","Inv_RT","Invk_RT","zscore_per_pt","SM_term","ProdFreq","LgSUBTLWF","Sensorimotor","Linguistic","PLD","NSyll","Category.RT","Category.RT.secs"
"182","breed of dog","labrador",71,9,1,2.6,0.384615385,384.6153846,-0.22193,"labrador",15,1.45,0.022570462,0.448926585,3.85,3,1823.16,0.596
"183","breed of dog","labrador",17,22,1,5.095,0.196270854,196.2708538,0.4046,"labrador",15,1.45,0.022570462,0.448926585,3.85,3,1823.16,0.596
"184","breed of dog","husky",47,26,1,3.173,0.315159155,315.1591554,-0.47271,"husky",6,1.91,0.044226583,0.526947831,1.8,2,1823.16,0.596
"185","breed of dog","border collie",29,9,1,2.285,0.437636761,437.6367615,-0.44029,"collie",4,2.96598525,0.020501963,0.274050346,2.45,4,1823.16,0.596
"186","breed of dog","labrador",32,13,1,2.424,0.412541254,412.5412541,-0.14963,"labrador",15,1.45,0.022570462,0.448926585,3.85,3,1823.16,0.596
"187","breed of dog","labrador",77,16,1,1.966,0.508646999,508.646999,-0.57914,"labrador",15,1.45,0.022570462,0.448926585,3.85,3,1823.16,0.596
"188","breed of dog","dalmatian",20,10,1,1.639,0.610128127,610.1281269,-0.96577,"dalmatian",7,1.58,0.038296097,0.576179694,2.85,3,1823.16,0.596
"189","breed of dog","beagle",74,10,1,1.742,0.574052813,574.0528129,-0.72262,"beagle",4,1.81,0.034758821,0.532999032,1.75,2,1823.16,0.596
"190","breed of dog","german shepherd",62,23,1,2.192,0.45620438,456.2043796,-0.49288,"german shepherd",9,NA,NA,0.229503521,4.15,4,1823.16,0.596
"191","breed of dog","dalmatian",65,23,1,3.26,0.306748466,306.7484663,-0.09004,"dalmatian",7,1.58,0.038296097,0.576179694,2.85,3,1823.16,0.596
"192","breed of dog","dalmatian",23,21,1,2.431,0.411353353,411.3533525,0.22939,"dalmatian",7,1.58,0.038296097,0.576179694,2.85,3,1823.16,0.596
"193","building","house",51,30,2,2.953,0.338638673,338.6386725,-0.00135,"house",12,4.42,0.028721133,0.191303602,1.65,1,633.97,0.61988
"194","building","house",30,28,2,2.851,0.350754121,350.7541214,-0.12425,"house",12,4.42,0.028721133,0.191303602,1.65,1,633.97,0.61988
"195","building","house",63,31,2,3.339,0.299490866,299.4908655,0.09128,"house",12,4.42,0.028721133,0.191303602,1.65,1,633.97,0.61988
"196","building","house",69,9,2,2.624,0.381097561,381.097561,-0.29646,"house",12,4.42,0.028721133,0.191303602,1.65,1,633.97,0.61988
"197","building","house",18,26,2,3.63,0.275482094,275.4820937,-0.27036,"house",12,4.42,0.028721133,0.191303602,1.65,1,633.97,0.61988
"198","building","office building",78,33,2,4.366,0.229042602,229.0426019,0.46094,"office",2,4.193121795,0.049307717,0.050530652,3.85,4,633.97,0.61988
"199","building","house",36,24,2,1.743,0.573723465,573.7234653,-0.86199,"house",12,4.42,0.028721133,0.191303602,1.65,1,633.97,0.61988
"200","building","house",39,11,2,1.964,0.509164969,509.1649695,-0.50755,"house",12,4.42,0.028721133,0.191303602,1.65,1,633.97,0.61988
"201","building","office building",75,28,2,8.708,0.114836932,114.8369316,1.13231,"office",2,4.193121795,0.049307717,0.050530652,3.85,4,633.97,0.61988
"202","building","cathedral",27,4,2,14.221,0.070318543,70.318543,2.67993,"cathedral",2,2.28,0.10760091,0.333730489,3.85,3,633.97,0.61988
"203","building","house",72,22,2,2.122,0.471253534,471.2535344,-0.51222,"house",12,4.42,0.028721133,0.191303602,1.65,1,633.97,0.61988
"204","building","flat",21,3,2,5.683,0.1759634,175.9633996,1.06775,"flat",5,3.13,0.037401734,0.235541302,1.2,1,633.97,0.61988
"205","building","houses",57,7,2,2.963,0.337495781,337.4957813,-0.09384,"house",2,2.99,0.028721133,0.200754447,2.5,2,633.97,0.61988
"206","building","flat",33,13,2,3.891,0.257003341,257.003341,-0.40793,"flat",5,3.13,0.037401734,0.235541302,1.2,1,633.97,0.61988
"207","building material","bricks",49,18,3,1.533,0.652315721,652.3157208,-0.65432,"brick",13,2.3,0.105324732,0.322654779,1.7,1,1239.03,1.1697
"208","building material","bricks",22,6,3,1.616,0.618811881,618.8118812,-0.47352,"brick",13,2.3,0.105324732,0.322654779,1.7,1,1239.03,1.1697
"209","building material","bricks",70,15,3,1.811,0.552181115,552.1811154,-0.42176,"brick",13,2.3,0.105324732,0.322654779,1.7,1,1239.03,1.1697
"210","building material","cement",64,9,3,3.934,0.254194204,254.1942044,0.55073,"cement",14,2.37,0.050692006,0.391380039,2,2,1239.03,1.1697
"211","building material","stones",40,25,3,2.661,0.375798572,375.798572,-0.23108,"stone",2,2.76,0.041073523,0.285288442,1.7,1,1239.03,1.1697
"212","building material","wood",67,21,3,1.806,0.553709856,553.709856,-0.49814,"wood",15,3.14,0.024402648,0.22070886,1.35,1,1239.03,1.1697
"213","building material","wood",61,23,3,3.624,0.27593819,275.9381898,0.15073,"wood",15,3.14,0.024402648,0.22070886,1.35,1,1239.03,1.1697
"214","building material","brick",55,18,3,2.057,0.486144871,486.1448712,-0.76543,"brick",5,2.72,0.105324732,0.299474522,1.15,1,1239.03,1.1697
"215","building material","metal",43,6,3,3.273,0.305530095,305.5300947,-0.43857,"metal",4,3,0.021062401,0.246521712,1.2,2,1239.03,1.1697
"216","building material","brick",52,24,3,4.283,0.233481205,233.4812048,0.65131,"brick",5,2.72,0.105324732,0.299474522,1.15,1,1239.03,1.1697
"217","building material","bricks",80,33,3,2.765,0.361663653,361.6636528,0.33063,"brick",13,2.3,0.105324732,0.322654779,1.7,1,1239.03,1.1697
"218","building material","bricks",31,7,3,2.631,0.380083618,380.0836184,-0.24563,"brick",13,2.3,0.105324732,0.322654779,1.7,1,1239.03,1.1697
"219","building material","brick",19,32,3,1.724,0.580046404,580.0464037,-0.70339,"brick",5,2.72,0.105324732,0.299474522,1.15,1,1239.03,1.1697
"220","building material","bricks",28,31,3,3.601,0.277700639,277.7006387,0.35382,"brick",13,2.3,0.105324732,0.322654779,1.7,1,1239.03,1.1697
"221","building material","bricks",25,3,3,3.516,0.284414107,284.4141069,0.32165,"brick",13,2.3,0.105324732,0.322654779,1.7,1,1239.03,1.1697
"222","building material","wood",79,12,3,2.401,0.416493128,416.4931279,-0.54841,"wood",15,3.14,0.024402648,0.22070886,1.35,1,1239.03,1.1697
"223","building material","concrete",76,17,3,2.795,0.357781753,357.7817531,0.36211,"concrete",8,2.58,0.052036566,0.26783685,2.95,2,1239.03,1.1697
"224","building material","brick",37,24,3,4.013,0.249190132,249.1901321,-0.058,"brick",5,2.72,0.105324732,0.299474522,1.15,1,1239.03,1.1697
"225","building material","bricks",58,39,3,2.327,0.42973786,429.7378599,-0.13463,"brick",13,2.3,0.105324732,0.322654779,1.7,1,1239.03,1.1697
"226","building material","brick",46,20,3,1.778,0.562429696,562.4296963,-0.52999,"brick",5,2.72,0.105324732,0.299474522,1.15,1,1239.03,1.1697
"227","camping equipment","sleeping bag",52,25,3,4.322,0.231374364,231.3743637,0.68141,"sleeping bag",13,3.892442603,0.064418245,0.211046278,2.65,3,1429.17,1.12562
"228","camping equipment","tent",55,31,3,2.184,0.457875458,457.8754579,-0.63925,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"229","camping equipment","tent",28,29,3,1.863,0.536768653,536.7686527,-0.84446,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"230","camping equipment","tent",70,8,3,1.519,0.658327847,658.3278473,-0.50563,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"231","camping equipment","tent",67,22,3,1.747,0.572409845,572.4098454,-0.52286,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"232","camping equipment","tent",49,20,3,2.067,0.483792937,483.7929366,-0.41931,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"233","camping equipment","tent",76,21,3,2.066,0.484027106,484.0271055,-0.42843,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"234","camping equipment","tent",19,6,3,3.9,0.256410256,256.4102564,0.19293,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"235","camping equipment","tent",58,12,3,1.597,0.626174076,626.1740764,-0.84678,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"236","camping equipment","tent",79,3,3,1.592,0.628140704,628.1407035,-0.8507,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"237","camping equipment","tent",61,15,3,2.727,0.366703337,366.703337,-0.29301,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"238","camping equipment","tent",37,34,3,3.079,0.324780773,324.780773,-0.412,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"239","camping equipment","tent",64,26,3,3.438,0.290866783,290.866783,0.16078,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"240","camping equipment","tent",46,37,3,1.61,0.621118012,621.1180124,-0.57961,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"241","camping equipment","tent",80,4,3,2.004,0.499001996,499.001996,-0.4323,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"242","camping equipment","tent",25,5,3,3.068,0.325945241,325.9452412,0.00795,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"243","camping equipment","tent",31,39,3,2.288,0.437062937,437.0629371,-0.37615,"tent",18,2.95,0.084400323,0.24814935,1,1,1429.17,1.12562
"244","carpenter's tool","hammer",56,21,1,1.734,0.576701269,576.7012687,-0.5006,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"245","carpenter's tool","hammer",62,15,1,13.406,0.074593466,74.59346561,3.29735,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"246","carpenter's tool","hammer",50,28,1,2.983,0.335232987,335.2329869,-0.47066,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"247","carpenter's tool","saw",29,18,1,2.1,0.476190476,476.1904762,-0.54308,"saw",10,4.31,0.019866016,0.403544783,1,1,1234.82,1.1697
"248","carpenter's tool","saw",47,36,1,3.854,0.25947068,259.4706798,-0.04549,"saw",10,4.31,0.019866016,0.403544783,1,1,1234.82,1.1697
"249","carpenter's tool","hammer",26,35,1,2.813,0.355492357,355.4923569,-0.35664,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"250","carpenter's tool","hammer",20,8,1,1.843,0.542593597,542.5935974,-0.76823,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"251","carpenter's tool","hammer",77,3,1,5.408,0.184911243,184.9112426,1.34939,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"252","carpenter's tool","spanner",71,18,1,2.54,0.393700787,393.7007874,-0.26173,"wrench",3,1,0.039564894,0.337011874,1.9,2,1234.82,1.1697
"253","carpenter's tool","hammer",23,38,1,3.751,0.266595575,266.5955745,2.16113,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"254","carpenter's tool","hammer",38,2,1,1.722,0.580720093,580.7200929,-0.54238,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"255","carpenter's tool","hammer",68,6,1,3.777,0.264760392,264.7603918,-0.16267,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"256","carpenter's tool","hammer",65,5,1,2.182,0.458295142,458.2951421,-0.74785,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"257","carpenter's tool","hammer",17,8,1,6.186,0.161655351,161.6553508,0.82298,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"258","carpenter's tool","hammer",74,21,1,2.51,0.398406375,398.4063745,0.01942,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"259","carpenter's tool","hammer",53,34,1,2.922,0.342231348,342.2313484,0.04679,"hammer",17,2.8,0.015910764,0.334981442,1.55,2,1234.82,1.1697
"260","chemical element","hydrogen",72,21,2,3.691,0.270929287,270.9292875,0.05822,"hydrogen",14,2.14,0.146804063,0.316623542,4.4,3,1139.67,1.12562
"261","chemical element","hydrogen",18,13,2,17.097,0.058489794,58.48979353,4.29026,"hydrogen",14,2.14,0.146804063,0.316623542,4.4,3,1139.67,1.12562
"262","chemical element","magnesium",78,34,2,1.778,0.562429696,562.4296963,-1.20306,"magnesium",7,1.67,0.099249311,0.445965848,3.85,3,1139.67,1.12562
"263","chemical element","hydrogen",42,20,2,3.053,0.327546675,327.5466754,0.68432,"hydrogen",14,2.14,0.146804063,0.316623542,4.4,3,1139.67,1.12562
"264","chemical element","oxygen",24,24,2,6.323,0.158152776,158.1527756,0.28297,"oxygen",15,2.85,0.26733512,0.279544138,3.55,3,1139.67,1.12562
"265","chemical element","hydrogen",21,9,2,4.821,0.207425845,207.4258453,0.56102,"hydrogen",14,2.14,0.146804063,0.316623542,4.4,3,1139.67,1.12562
"266","chemical element","sulphur",39,21,2,2.057,0.486144871,486.1448712,-0.47031,"sulphur",7,1.64,0.16080199,0.379018509,1.95,2,1139.67,1.12562
"267","chemical element","h2o",48,9,2,4.759,0.210128178,210.1281782,2.3882,"h2o",2,NA,NA,0.537894966,NA,NA,1139.67,1.12562
"268","chemical element","hydrogen",69,26,2,2.462,0.406173842,406.1738424,-0.37,"hydrogen",14,2.14,0.146804063,0.316623542,4.4,3,1139.67,1.12562
"269","chemical element","bromine",36,31,2,2.646,0.377928949,377.9289494,-0.24179,"bromine",3,NA,NA,0.66451937,2.7,2,1139.67,1.12562
"270","chemical element","nickel",27,19,2,10.085,0.099157164,99.15716411,1.53397,"nickel",3,2.64,0.212362787,0.424020398,1.6,2,1139.67,1.12562
"271","chemical element","sodium",75,3,2,2.777,0.360100828,360.1008282,-0.14646,"sodium",5,2.1,0.239746676,0.382734261,2.3,2,1139.67,1.12562
"272","chemical element","oxygen",33,3,2,3.519,0.28417164,284.1716397,-0.48607,"oxygen",15,2.85,0.26733512,0.279544138,3.55,3,1139.67,1.12562
"273","chemical element","oxygen",51,16,2,4.022,0.248632521,248.6325211,0.60082,"oxygen",15,2.85,0.26733512,0.279544138,3.55,3,1139.67,1.12562
"274","chemical element","hydrogen",57,9,2,4.967,0.20132877,201.3287699,1.31851,"hydrogen",14,2.14,0.146804063,0.316623542,4.4,3,1139.67,1.12562
"275","chemical element","hydrogen",30,25,2,3.799,0.263227165,263.227165,0.29101,"hydrogen",14,2.14,0.146804063,0.316623542,4.4,3,1139.67,1.12562
"276","chemical element","hydrogen",54,6,2,2.97,0.336700337,336.7003367,-0.51228,"hydrogen",14,2.14,0.146804063,0.316623542,4.4,3,1139.67,1.12562
"277","chemical element","sulphur",45,30,2,2.818,0.354861604,354.861604,-0.58605,"sulphur",7,1.64,0.16080199,0.379018509,1.95,2,1139.67,1.12562
"278","chemical element","hydrogen",60,28,2,3.584,0.279017857,279.0178571,-0.29233,"hydrogen",14,2.14,0.146804063,0.316623542,4.4,3,1139.67,1.12562
"279","citrus fruit","lemon",19,21,3,1.591,0.628535512,628.5355123,-0.75817,"lemon",16,2.79,0.00792746,0.24801863,1.7,2,1338.18,1.12562
"280","citrus fruit","lemon",80,15,3,1.813,0.55157198,551.5719801,-0.62379,"lemon",16,2.79,0.00792746,0.24801863,1.7,2,1338.18,1.12562
"281","citrus fruit","lemon",64,37,3,1.713,0.583771162,583.7711617,-1.19542,"lemon",16,2.79,0.00792746,0.24801863,1.7,2,1338.18,1.12562
"282","citrus fruit","lemon",31,9,3,2.291,0.436490615,436.4906155,-0.37501,"lemon",16,2.79,0.00792746,0.24801863,1.7,2,1338.18,1.12562
"283","citrus fruit","orange",61,28,3,2.858,0.349895031,349.8950315,-0.2282,"orange",14,3.06,0.02040788,0.238834875,1.95,2,1338.18,1.12562
"284","citrus fruit","lemon",58,4,3,1.541,0.648929267,648.9292667,-0.90141,"lemon",16,2.79,0.00792746,0.24801863,1.7,2,1338.18,1.12562
"285","citrus fruit","orange",79,13,3,2.606,0.383729854,383.7298542,-0.47181,"orange",14,3.06,0.02040788,0.238834875,1.95,2,1338.18,1.12562
"286","citrus fruit","lemon",22,35,3,1.331,0.751314801,751.3148009,-0.72356,"lemon",16,2.79,0.00792746,0.24801863,1.7,2,1338.18,1.12562
"287","citrus fruit","lemon",55,8,3,1.795,0.557103064,557.1030641,-1.02574,"lemon",16,2.79,0.00792746,0.24801863,1.7,2,1338.18,1.12562
"288","citrus fruit","orange",67,33,3,1.766,0.566251416,566.2514156,-0.5149,"orange",14,3.06,0.02040788,0.238834875,1.95,2,1338.18,1.12562
"289","citrus fruit","lemon",40,11,3,1.395,0.716845878,716.8458781,-0.83533,"lemon",16,2.79,0.00792746,0.24801863,1.7,2,1338.18,1.12562
"290","citrus fruit","oranges",25,32,3,2.066,0.484027106,484.0271055,-0.69366,"orange",4,2.1,0.02040788,0.305911027,2.65,3,1338.18,1.12562
"291","citrus fruit","lemons",70,23,3,2.097,0.476871722,476.8717215,-0.33961,"lemon",2,1.93,0.00792746,0.335246469,1.95,2,1338.18,1.12562
"292","citrus fruit","orange",46,18,3,2.502,0.399680256,399.6802558,-0.31615,"orange",14,3.06,0.02040788,0.238834875,1.95,2,1338.18,1.12562
"293","citrus fruit","kiwi",52,16,3,4.186,0.238891543,238.8915432,0.57644,"kiwi",2,1.61,0.004145253,0.414262401,2,2,1338.18,1.12562
"294","citrus fruit","orange",76,20,3,1.565,0.638977636,638.9776358,-0.97172,"orange",14,3.06,0.02040788,0.238834875,1.95,2,1338.18,1.12562
"295","citrus fruit","orange",37,13,3,3.664,0.272925764,272.9257642,-0.19028,"orange",14,3.06,0.02040788,0.238834875,1.95,2,1338.18,1.12562
"296","citrus fruit","grapefruit",28,34,3,3.873,0.258197779,258.1977795,0.54135,"grapefruit",9,2.1,0.013214102,0.39466617,4.65,2,1338.18,1.12562
"297","citrus fruit","orange",43,30,3,7.648,0.130753138,130.7531381,1.20918,"orange",14,3.06,0.02040788,0.238834875,1.95,2,1338.18,1.12562
"298","citrus fruit","orange",49,36,3,4.452,0.224618149,224.6181491,0.63027,"orange",14,3.06,0.02040788,0.238834875,1.95,2,1338.18,1.12562
"299","clothing","top",48,2,2,2.13,0.469483568,469.4835681,-0.32631,"top",4,3.83,0.20653714,0.414859629,1,1,586.36,1.34009
"300","clothing","hat",42,3,2,1.355,0.73800738,738.0073801,-0.98688,"hat",12,3.52,0.287115314,0.332163125,1,1,586.36,1.34009
"301","clothing","jumper",36,38,2,2.35,0.425531915,425.5319149,-0.44509,"jumper",14,2.07,0.11884276,0.355443544,2.5,2,586.36,1.34009
"302","clothing","t-shirt",30,6,2,2.129,0.469704086,469.7040864,-0.44051,"t-shirt",11,NA,NA,0.347180882,NA,NA,586.36,1.34009
"303","clothing","top",33,16,2,5.527,0.18092998,180.9299801,-0.0643,"top",4,3.83,0.20653714,0.414859629,1,1,586.36,1.34009
"304","clothing","shoes",39,14,2,2.007,0.498256104,498.2561036,-0.49033,"shoe",10,3.58,0.151732819,0.299771083,1,1,586.36,1.34009
"305","clothing","hat",78,38,2,3.108,0.321750322,321.7503218,-0.34791,"hat",12,3.52,0.287115314,0.332163125,1,1,586.36,1.34009
"306","clothing","t-shirt",72,13,2,3.314,0.301750151,301.7501509,-0.07885,"t-shirt",11,NA,NA,0.347180882,NA,NA,586.36,1.34009
"307","clothing","shoes",54,4,2,2.905,0.344234079,344.2340792,-0.53246,"shoe",10,3.58,0.151732819,0.299771083,1,1,586.36,1.34009
"308","clothing","t-shirts",63,39,2,2.008,0.498007968,498.0079681,-0.62139,"t-shirt",3,NA,NA,0.365298425,NA,NA,586.36,1.34009
"309","clothing","vest",21,22,2,2.267,0.441111601,441.1116012,-0.94034,"vest",6,2.45,0.109649123,0.395144385,1.15,1,586.36,1.34009
"310","clothing","socks",24,28,2,3.793,0.263643554,263.6435539,-0.45135,"sock",14,2.97,0.164612533,0.331166932,1.1,1,586.36,1.34009
"311","clothing","hat",69,3,2,2.492,0.401284109,401.2841091,-0.35638,"hat",12,3.52,0.287115314,0.332163125,1,1,586.36,1.34009
"312","clothing","shirt",75,1,2,1.572,0.636132316,636.1323155,-0.40627,"shirt",10,3.37,0.119830395,0.316643077,1.5,1,586.36,1.34009
"313","clothing","shirt",51,17,2,2.638,0.379075057,379.0750569,-0.17879,"shirt",10,3.37,0.119830395,0.316643077,1.5,1,586.36,1.34009
"314","clothing","jeans",57,37,2,2.225,0.449438202,449.4382022,-0.61395,"jeans",14,2.53,0.119272534,0.345146082,1.7,1,586.36,1.34009
"315","clothing","hat",27,17,2,2.531,0.395100751,395.1007507,-0.55902,"hat",12,3.52,0.287115314,0.332163125,1,1,586.36,1.34009
"316","clothing","shoes",60,11,2,5.248,0.19054878,190.5487805,0.33552,"shoe",10,3.58,0.151732819,0.299771083,1,1,586.36,1.34009
"317","clothing","coat",18,14,2,4.025,0.248447205,248.447205,-0.13659,"coat",12,3.33,0.11012325,0.316249547,1,1,586.36,1.34009
"318","colour","red",62,31,1,2.165,0.461893764,461.8937644,-0.502,"red",20,3.88,0.028149378,0.239277596,1,1,568.06,1.34009
"319","colour","red",44,3,1,1.897,0.527148129,527.1481286,-0.78314,"red",20,3.88,0.028149378,0.239277596,1,1,568.06,1.34009
"320","colour","blue",77,37,1,1.548,0.645994832,645.994832,-0.81334,"blue",20,3.72,0.032853465,0.219817944,1.3,1,568.06,1.34009
"321","colour","red",53,13,1,1.285,0.778210117,778.2101167,-1.10289,"red",20,3.88,0.028149378,0.239277596,1,1,568.06,1.34009
"322","colour","red",74,13,1,1.553,0.643915003,643.9150032,-0.90523,"red",20,3.88,0.028149378,0.239277596,1,1,568.06,1.34009
"323","colour","red",71,5,1,1.347,0.742390497,742.3904974,-1.05323,"red",20,3.88,0.028149378,0.239277596,1,1,568.06,1.34009
"324","colour","red",47,16,1,2.979,0.335683115,335.6831151,-0.59441,"red",20,3.88,0.028149378,0.239277596,1,1,568.06,1.34009
"325","colour","red",23,34,1,1.745,0.573065903,573.0659026,-0.77454,"red",20,3.88,0.028149378,0.239277596,1,1,568.06,1.34009
"326","colour","red",38,8,1,1.566,0.638569604,638.5696041,-0.63535,"red",20,3.88,0.028149378,0.239277596,1,1,568.06,1.34009
"327","colour","blue",32,9,1,1.329,0.752445448,752.4454477,-1.16195,"blue",20,3.72,0.032853465,0.219817944,1.3,1,568.06,1.34009
"328","colour","blue",17,12,1,1.91,0.523560209,523.5602094,-0.81681,"blue",20,3.72,0.032853465,0.219817944,1.3,1,568.06,1.34009
"329","colour","pink",35,19,1,1.408,0.710227273,710.2272727,-0.83334,"pink",17,3.16,0.02914517,0.238195558,1.15,1,568.06,1.34009
"330","colour","blue",59,7,1,1.997,0.500751127,500.7511267,-0.8206,"blue",20,3.72,0.032853465,0.219817944,1.3,1,568.06,1.34009
